hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3,T_source_in_C,T_geo_in_C,Q_geo_kW,flow_src_kgps,flow_load_kgps,T_outdoor_C
6588,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.5000
6589,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.1000
6590,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.5000
6591,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.8000
6592,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,32.7000
6593,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,33.0000
6594,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,32.7000
6595,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.8000
6596,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.7000
6597,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.6000
6598,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.6000
6599,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.5000
6600,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.5000
6601,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.4000
6602,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.3000
6603,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.1000
6604,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.1000
6605,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.3000
6606,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.0000
6607,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.3000
6608,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.1000
6609,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.0000
6610,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.0000
6611,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.2000
6612,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.5000
6613,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.1000
6614,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.9000
6615,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.8000
6616,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,32.7000
6617,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.8000
6618,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.6000
6619,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.9000
6620,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.4000
6621,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.8000
6622,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.9000
6623,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.6000
6624,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.6000
6625,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.8000
6626,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.8000
6627,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.6000
6628,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.2000
6629,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.9000
6630,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.7000
6631,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.1000
6632,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.8000
6633,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.3000
6634,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.6000
6635,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.8000
6636,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.0000
6637,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.5000
6638,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.2000
6639,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.3000
6640,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.6000
6641,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.9000
6642,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.8000
6643,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.2000
6644,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.9000
6645,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.3000
6646,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.5000
6647,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.4000
6648,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.7000
6649,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.2000
6650,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.6000
6651,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.8000
6652,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.8000
6653,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.1000
6654,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.8000
6655,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.4000
6656,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.8000
6657,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.7000
6658,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.9000
6659,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.2000
6660,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.4000
6661,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.5000
6662,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.1000
6663,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,32.2000
6664,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,32.6000
6665,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,32.2000
6666,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.4000
6667,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.2000
6668,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.9000
6669,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.8000
6670,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.7000
6671,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.6000
6672,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.5000
6673,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.3000
6674,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.8000
6675,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.1000
6676,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.4000
6677,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.2000
6678,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.7000
6679,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.6000
6680,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.5000
6681,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.6000
6682,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.7000
6683,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.8000
6684,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.9000
6685,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.9000
6686,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.8000
6687,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,33.5000
6688,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,34.3000
6689,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,33.9000
6690,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,33.0000
6691,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,31.7000
6692,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.2000
6693,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.8000
6694,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.4000
6695,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.1000
6696,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.9000
6697,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.7000
6698,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.5000
6699,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.4000
6700,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.4000
6701,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.7000
6702,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.4000
6703,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.0000
6704,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.3000
6705,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.6000
6706,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.9000
6707,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.1000
6708,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,26.4000
6709,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.6000
6710,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.9000
6711,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.1000
6712,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.7000
6713,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,30.4000
6714,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.9000
6715,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,29.2000
6716,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.9000
6717,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.9000
6718,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.6000
6719,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,28.0000
6720,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,27.1000
6721,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,25.9000
6722,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,24.6000
6723,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,23.2000
6724,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.7000
6725,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.4000
6726,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.3000
6727,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.6000
6728,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.3000
6729,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.3000
6730,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,16.8000
6731,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.2000
6732,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.4000
6733,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.8000
6734,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.1000
6735,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.0000
6736,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.6000
6737,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.9000
6738,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.9000
6739,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.8000
6740,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.6000
6741,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.4000
6742,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,22.2000
6743,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.9000
6744,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,21.4000
6745,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.9000
6746,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,20.1000
6747,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.2000
6748,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,18.2000
6749,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.5000
6750,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.2000
6751,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,17.8000
6752,R134a,1,284.967267,331.150000,440.359279,1603.607823,410069.533731,437579.357495,449369.281965,204321.000503,16.8173,16.8173,0.0000,0.0000,0.0000,19.2000
